customerID,tenure,MonthlyCharges,Contract,Churn
0621-TSSMU,56,19.95,One year,No
7234-KMNRQ,4,19.0,Month-to-month,No
7636-PEPNS,58,44.1,One year,No
4683-WYDOU,62,107.6,Two year,No
9052-DHNKM,26,61.55,One year,No
6794-HKIAJ,62,90.7,Month-to-month,No
5578-NKCXI,58,99.25,One year,No
1642-HMARX,68,91.7,Two year,No
3096-WPXBT,61,100.7,One year,No
8434-PNQZX,42,78.45,Two year,No
5950-AAAGJ,18,84.3,Month-to-month,No
4299-OPXEJ,56,19.55,Two year,No
4951-UKAAQ,4,88.95,Month-to-month,Yes
9618-LFJRU,4,20.45,Month-to-month,No
6693-DJWTY,35,55.6,One year,No
0744-GKNGE,64,86.8,Month-to-month,No
6447-EGDIV,31,20.95,One year,No
1167-OYZJF,67,20.05,Two year,No
2108-YKQTY,4,50.7,Month-to-month,Yes
4806-DXQCE,70,113.65,Two year,No
4918-QLLIW,3,53.4,Month-to-month,Yes
7056-IMHCC,53,101.9,Month-to-month,Yes
4854-SSLTN,2,59.5,Two year,No
5294-DMSFH,29,87.8,Month-to-month,No
4837-PZTIC,47,41.9,Two year,No
1625-JAIIY,68,83.0,One year,Yes
0603-OLQDC,12,69.85,Month-to-month,No
3272-VUHPV,8,56.3,Month-to-month,No
4176-FXYBO,54,109.55,Month-to-month,No
1063-DHQJF,69,92.15,Two year,No
8663-UPDGF,26,69.5,Month-to-month,No
6719-FGEDO,72,97.0,Two year,No
1837-YQUCE,70,58.35,Two year,No
2947-DOMLJ,1,50.6,Month-to-month,Yes
4112-LUEIZ,10,89.5,Month-to-month,Yes
0369-ZGOVK,28,70.4,One year,No
4510-HIMLV,1,69.8,Month-to-month,Yes
9919-KNPOO,21,94.3,Month-to-month,No
8749-JMNKX,51,93.8,Month-to-month,Yes
7872-BAAZR,53,19.55,One year,No
9391-LMANN,53,95.95,One year,No
2430-USGXP,24,101.05,Month-to-month,Yes
8174-TBVCF,70,94.8,Two year,No
1698-XFZCI,61,107.75,One year,No
1877-HKBQX,11,54.6,One year,No
4450-DLLMH,2,71.3,Month-to-month,No
0428-AXXLJ,25,19.5,One year,No
2746-DIJLO,41,56.3,One year,No
5955-ERIHD,18,94.7,Month-to-month,Yes
0917-EZOLA,72,104.15,Two year,Yes
3508-VLHCZ,71,90.55,Two year,No
4086-ATNFV,34,60.8,One year,No
0468-YRPXN,29,98.8,Month-to-month,No
5996-NRVXR,40,98.15,One year,No
3739-YBWAB,36,35.35,One year,No
7047-FWEYA,46,103.15,One year,No
2000-MPKCA,58,107.75,One year,No
9762-YAQAA,39,81.4,One year,No
5949-EBSQK,4,61.45,Month-to-month,Yes
5473-KHBPS,52,95.7,One year,No
0100-DUVFC,70,104.8,One year,No
5397-TUPSH,65,70.95,One year,No
8950-MTZNV,1,44.95,Month-to-month,No
0326-VDYXE,70,97.65,One year,No
6773-LQTVT,29,35.65,Month-to-month,No
7274-RTAPZ,1,90.55,Month-to-month,Yes
0436-TWFFZ,67,85.25,Two year,No
8566-YPRGL,1,19.5,Month-to-month,No
0311-UNPFF,26,88.8,Month-to-month,Yes
6609-MXJHJ,30,25.1,Two year,No
2669-OIDSD,48,100.05,Month-to-month,No
8400-WZICQ,55,55.7,Month-to-month,No
3834-XUIFC,7,85.2,Month-to-month,Yes
9576-SYUHJ,37,91.15,Month-to-month,No
0410-IPFTY,31,83.85,Month-to-month,No
2831-EBWRN,4,45.9,Month-to-month,No
9430-NKQLY,72,25.1,Two year,No
8414-MYSHR,5,91.4,Month-to-month,Yes
0247-SLUJI,1,19.7,Month-to-month,No
9402-ORRAH,15,91.5,Month-to-month,No
6483-OATDN,8,51.3,Month-to-month,No
1293-HHSHJ,35,21.1,One year,No
4840-ORQXB,56,104.75,Month-to-month,No
7599-FKVXZ,42,106.15,Month-to-month,Yes
3982-DQLUS,65,85.75,Month-to-month,No
8610-ZIKJJ,2,20.3,One year,No
3756-VNWDH,65,100.75,One year,No
7801-KICAO,18,74.15,Month-to-month,No
7673-LPRNY,23,78.55,One year,No
8229-TNIQA,4,45.3,Month-to-month,Yes
6060-QBMGV,70,19.85,Two year,No
7339-POGZN,4,50.7,Month-to-month,No
2828-SLQPF,19,45.0,Month-to-month,No
4465-VDKIQ,18,77.8,Month-to-month,No
2921-XWDJH,38,83.45,Month-to-month,No
6221-AVQYL,2,73.25,Month-to-month,Yes
2558-BUOZZ,47,94.8,One year,No
9257-AZMTZ,52,20.1,Two year,No
0003-MKNFE,9,59.9,Month-to-month,No
0975-UYDTX,26,90.1,One year,No
7743-EXURX,8,51.05,Month-to-month,Yes
4682-BLBUC,44,70.95,One year,No
0975-VOOVL,3,29.2,Month-to-month,No
5968-VXZLG,2,46.6,Month-to-month,No
5569-KGJHX,9,85.35,Month-to-month,Yes
4988-IQIGL,1,75.35,Month-to-month,Yes
5201-FRKKS,25,74.3,Month-to-month,No
9799-CAYJJ,2,69.3,Month-to-month,No
7730-IUTDZ,43,75.2,Month-to-month,Yes
0426-TIRNE,1,20.9,Month-to-month,Yes
5443-SCMKX,58,94.3,One year,No
8295-KMENE,59,76.45,Two year,No
6738-ISCBM,44,54.0,One year,No
9821-BESNZ,66,104.25,One year,No
3678-MNGZX,68,19.95,Two year,No
1335-NTIUC,9,24.95,Month-to-month,No
2916-BQZLN,19,84.75,Month-to-month,No
4558-CGYCZ,4,19.75,Month-to-month,No
2368-GAKKQ,70,113.65,Two year,No
8710-YGLWG,1,44.9,Month-to-month,No
3199-XGZCY,8,75.25,Month-to-month,No
3785-KTYSH,53,24.6,Two year,No
6814-ZPWFQ,51,25.0,One year,No
4063-EIKNQ,11,20.95,Month-to-month,No
6993-YCOBK,60,110.6,Two year,No
5206-HPJKM,17,55.5,Month-to-month,No
7587-RZNME,3,43.3,Month-to-month,Yes
0748-RDGGM,70,109.5,One year,Yes
8393-JMVMB,1,19.45,Month-to-month,No
5019-GQVCR,43,84.85,Month-to-month,No
6036-TTFYU,16,19.6,Month-to-month,No
2550-AEVRU,57,53.45,One year,No
0969-RGKCU,37,19.8,One year,No
0378-CJKPV,72,112.1,Two year,No
4706-AXVKM,11,84.8,Month-to-month,Yes
5889-JTMUL,50,95.05,Month-to-month,Yes
9026-RNUJS,5,50.35,Month-to-month,Yes
3746-EUBYR,1,74.6,Month-to-month,Yes
2332-EFBJY,16,19.7,Month-to-month,Yes
2880-FPNAE,2,74.2,Month-to-month,No
1703-MGIAB,17,69.0,Month-to-month,No
4311-QTTAI,16,19.35,One year,No
9474-PHLYD,15,59.45,Month-to-month,Yes
4318-RAJVY,10,19.8,One year,No
2165-VOEGB,46,105.2,One year,Yes
3612-YUNGG,64,109.2,Two year,No
2254-DLXRI,1,79.15,Month-to-month,No
5062-CJJKH,25,53.65,One year,No
9028-LIHRP,71,100.2,Two year,No
2219-MVUSO,8,45.15,Month-to-month,Yes
1053-MXTTK,72,108.65,Two year,No
1530-ZTDOZ,49,40.65,Month-to-month,No
1301-LOPVR,29,55.35,One year,No
0853-TWRVK,72,105.6,Two year,No
8914-RBTSB,31,93.8,Month-to-month,Yes
6212-ATMLK,50,95.7,Month-to-month,No
8200-LGKSR,71,83.2,Two year,No
1568-BEKZM,70,90.05,Two year,No
0670-ANMUU,71,97.65,One year,No
6897-RWMUB,61,68.05,Two year,No
0963-ZBDRN,32,96.2,Month-to-month,Yes
7594-RQHXR,1,79.6,Month-to-month,Yes
6999-CHVCF,68,102.1,Two year,No
6134-KWTBV,62,23.4,Two year,No
1077-HUUJM,7,71.05,Month-to-month,No
6331-EWIEB,20,85.25,Month-to-month,Yes
0895-LNKRC,6,19.45,One year,No
2045-BMBTJ,33,59.45,Month-to-month,No
8417-GSODA,28,92.2,One year,No
5171-EPLKN,27,19.85,Two year,No
4452-QIIEB,7,43.9,Month-to-month,No
5998-VVEJY,26,80.5,Month-to-month,Yes
1624-NALOJ,5,89.8,Month-to-month,Yes
6741-EGCBI,30,90.5,Month-to-month,No
7820-ZYGNY,63,90.45,One year,No
4317-VTEOA,1,50.75,Month-to-month,Yes
9677-AVKED,53,84.6,One year,No
1670-SVOWZ,14,89.65,Month-to-month,Yes
2227-JRSJX,21,99.15,Month-to-month,No
9847-HNVGP,17,19.95,One year,No
6696-YDAYZ,16,20.5,Two year,No
8980-WQFWL,35,62.1,Month-to-month,No
1730-ZMAME,32,79.5,Month-to-month,No
6506-EYCNH,28,19.55,Month-to-month,No
4634-JLRJT,1,20.35,Month-to-month,No
9501-UKKNL,59,51.7,Month-to-month,No
2560-QTSBS,72,23.3,One year,No
7541-YLXCL,36,65.4,One year,Yes
4795-WRNVT,40,65.1,Month-to-month,No
6080-TCMYC,40,81.2,Month-to-month,No
0260-ZDLGK,9,72.9,Month-to-month,Yes
7860-UXCRM,63,74.5,Two year,No
6357-JJPQT,3,80.5,Month-to-month,No
2292-XQWSV,40,60.3,One year,No
9552-TGUZV,8,75.0,Month-to-month,No
5913-INRQV,34,90.15,One year,No
8722-NGNBH,5,40.0,Month-to-month,Yes
6210-KBBPI,9,99.45,Month-to-month,Yes
9643-YBLUR,9,69.05,Month-to-month,No
8734-FNWVH,31,59.7,Month-to-month,No
9447-YPTBX,50,19.85,One year,No
0133-BMFZO,2,86.25,Month-to-month,Yes
6128-CZOMY,1,45.65,Month-to-month,Yes
9540-JYROE,8,70.1,Month-to-month,Yes
9026-LHEVG,9,40.75,Month-to-month,No
2260-USTRB,2,70.2,Month-to-month,Yes
3656-TKRVZ,3,55.35,Month-to-month,Yes
7011-CVEUC,25,95.7,Month-to-month,No
6185-TASNN,1,46.3,Month-to-month,No
7925-PNRGI,45,81.3,Month-to-month,No
8623-TMRBY,51,84.2,Month-to-month,Yes
1552-CZCLL,55,20.0,Month-to-month,No
3038-PQIUY,38,66.15,Month-to-month,No
1501-SGHBW,2,45.85,Month-to-month,Yes
9313-CDOGY,38,19.6,Month-to-month,No
8148-BPLZQ,34,49.8,Month-to-month,No
2623-DRYAM,70,101.75,One year,No
9987-LUTYD,13,55.15,One year,No
3208-YPIOE,39,75.25,Month-to-month,Yes
4488-KQFDT,61,103.95,One year,No
2612-RANWT,12,100.15,Month-to-month,Yes
5693-PIPCS,41,99.65,Two year,No
0491-KAPQG,21,73.7,Month-to-month,No
1925-LFCZZ,55,50.05,One year,No
8039-EQPIM,69,60.25,Two year,No
6900-PXRMS,26,105.75,Month-to-month,Yes
8707-RMEZH,69,87.3,One year,No
3346-BRMIS,18,48.35,Month-to-month,Yes
3209-ZPKFI,47,54.25,Month-to-month,No
6479-VDGRK,72,85.3,Two year,No
9373-WSLOY,33,50.0,Month-to-month,No
2933-FILNV,2,24.4,Month-to-month,Yes
3569-JFODW,72,90.95,Two year,No
9819-FBNSV,37,72.25,Month-to-month,No
9544-PYPSJ,62,96.1,Month-to-month,No
1591-XWLGB,71,19.85,Two year,No
0396-UKGAI,23,55.3,Month-to-month,No
3243-ZHOHY,16,20.1,One year,No
5186-EJEGL,9,69.5,Month-to-month,No
7527-QNRUS,17,25.15,Two year,No
9986-BONCE,4,20.95,Month-to-month,Yes
2722-JMONI,1,49.55,Month-to-month,Yes
2203-GHNWN,24,79.65,Month-to-month,No
3878-AVSOQ,1,71.25,Month-to-month,No
3258-SYSWS,72,113.8,Two year,No
5296-PSYVW,72,24.55,Two year,No
6319-QSUSR,11,19.7,Month-to-month,No
4083-EUGRJ,9,20.25,Month-to-month,Yes
7579-OOPEC,2,50.15,Month-to-month,Yes
0512-FLFDW,60,100.5,One year,No
1771-OADNZ,29,95.9,Month-to-month,Yes
0487-CRLZF,49,74.45,Two year,No
2107-FBPTK,30,104.1,Month-to-month,No
9451-WLYRI,53,19.05,One year,No
8219-VYBVI,39,25.0,Two year,No
1991-VOPLL,9,19.05,Month-to-month,No
9738-QLWTP,39,81.9,One year,No
1016-DJTSV,8,69.7,Month-to-month,No
9419-IPPBE,51,90.15,One year,No
0174-QRVVY,71,25.35,Two year,No
5699-BNCAS,71,24.65,Two year,No
2900-PHPLN,70,19.55,Two year,No
0612-RTZZA,1,25.25,Month-to-month,Yes
8106-GWQOK,38,60.0,Two year,No
8751-EDEKA,28,89.9,Month-to-month,No
6878-GGDWG,32,19.4,Month-to-month,No
4039-PIMHX,49,49.8,Two year,No
8450-LUGUK,37,24.1,Two year,No
3604-WLABM,10,54.25,Month-to-month,No
0795-GMVQO,67,109.9,One year,No
2259-OUUSZ,7,35.5,One year,No
1142-IHLOO,51,87.55,One year,No
6410-LEFEN,9,45.15,Month-to-month,Yes
4633-MKHYU,9,88.4,Month-to-month,No
6257-RJOHI,4,50.8,Month-to-month,No
1545-JFUML,71,99.0,Two year,No
3194-ORPIK,50,84.4,Month-to-month,Yes
7826-VVKWT,24,96.55,Two year,No
1353-GHZOS,22,59.75,One year,No
2587-EKXTS,44,111.5,Month-to-month,No
5442-BXVND,33,24.25,Month-to-month,No
8816-VXNZD,1,75.1,Month-to-month,Yes
9378-FXTIZ,54,70.15,One year,Yes
1723-HKXJQ,42,101.75,Month-to-month,Yes
7825-GKXMW,1,45.8,Month-to-month,Yes
9753-OYLBX,1,20.5,Month-to-month,No
2364-UFROM,30,70.4,One year,No
6656-JWRQX,1,30.55,Month-to-month,No
6473-ULUHT,16,84.9,Month-to-month,No
1240-KNSEZ,1,20.1,Month-to-month,Yes
0836-SEYLU,9,40.65,Month-to-month,Yes
4433-JCGCG,46,101.0,Month-to-month,Yes
3716-BDVDB,1,69.1,Month-to-month,Yes
7688-AWMDX,71,54.5,Two year,No
2842-BCQGE,43,75.35,Month-to-month,No
7244-QWYHG,50,44.45,One year,No
5899-MQZZL,13,75.0,Month-to-month,Yes
6849-OYAMU,19,100.0,One year,Yes
5312-UXESG,41,98.05,Month-to-month,No
9488-HGMJH,1,71.15,Month-to-month,Yes
6038-GCYEC,24,54.15,Month-to-month,Yes
2150-WLKUW,40,63.9,One year,No
7159-FVYPK,3,69.15,Month-to-month,No
7032-LMBHI,37,64.65,One year,No
1150-WFARN,67,108.75,Two year,Yes
6088-BXMRG,32,98.85,Month-to-month,No
3144-AUDBS,6,49.15,Month-to-month,Yes
4821-SJHJV,32,89.6,Month-to-month,No
7346-MEDWM,59,83.25,Month-to-month,No
1137-DGOWI,30,70.25,One year,No
5616-PRTNT,20,19.4,Month-to-month,Yes
3812-LRZIR,27,24.5,Two year,No
4818-QIUFN,20,79.15,Month-to-month,Yes
9483-GCPWE,9,20.1,One year,No
4227-OJHAL,68,73.0,One year,No
9220-CXRSC,69,61.4,Two year,No
4993-JCRGJ,26,84.3,Month-to-month,No
9537-JALFH,69,19.9,Two year,No
6698-OXETB,11,20.4,Two year,No
2103-ZRXFN,1,50.75,Month-to-month,No
3724-BSCVH,10,20.45,One year,No
4877-TSOFF,55,75.75,One year,No
9209-NWPGU,44,65.4,One year,No
6961-VCPMC,46,80.4,Month-to-month,Yes
7306-YDSOI,69,59.75,Two year,No
5288-AHOUP,11,78.5,Month-to-month,No
6688-UZPWD,11,102.0,Month-to-month,Yes
0655-YDGFJ,29,48.95,Month-to-month,No
8468-EHYJA,57,99.65,Month-to-month,No
6823-SIDFQ,28,18.25,One year,No
1097-FSPVW,42,54.55,Month-to-month,No
2839-RFSQE,2,20.65,Month-to-month,Yes
8328-SKJNO,23,40.65,One year,No
7010-ZMVBF,18,20.45,Month-to-month,No
5201-CBWYG,62,24.8,One year,No
0968-GSIKN,1,70.8,Month-to-month,Yes
1965-DDBWU,16,89.05,Month-to-month,Yes
9057-SIHCH,3,96.6,Month-to-month,Yes
6352-GIGGQ,67,88.8,One year,No
3635-QQRQD,62,20.05,Two year,No
6771-XWBDM,57,104.5,Month-to-month,Yes
2897-DOVND,2,69.8,Month-to-month,No
3082-YVEKW,23,77.15,Two year,No
0191-EQUUH,25,35.05,Two year,No
7134-HBPBS,72,108.1,Two year,No
3489-HHPFY,2,84.05,Month-to-month,No
2926-JEJJC,8,20.2,One year,No
8601-QACRS,5,50.6,Month-to-month,Yes
4950-BDEUX,35,49.2,Month-to-month,No
5789-LDFXO,24,24.6,One year,No
0508-OOLTO,2,71.65,Month-to-month,No
2984-TBYKU,72,104.9,Two year,No
9822-WMWVG,41,106.5,Month-to-month,No
2391-SOORI,4,49.35,Month-to-month,Yes
9040-KZVWO,26,75.5,One year,No
2645-QTLMB,7,94.25,Month-to-month,Yes
4806-HIPDW,1,68.95,Month-to-month,Yes
1548-ARAGG,4,58.5,Month-to-month,No
6339-RZCBJ,48,78.9,Two year,No
4424-TKOPW,2,93.85,Month-to-month,Yes
4415-WNGVR,12,79.2,One year,No
2522-AHJXR,60,109.45,Month-to-month,No
0412-UCCNP,55,59.2,Two year,No
1816-FLZDK,1,29.15,Month-to-month,No
7096-UCLNH,1,20.05,Month-to-month,No
8443-ZRDBZ,4,76.05,Month-to-month,Yes
9136-ALYBR,1,24.45,Month-to-month,Yes
4615-PIVVU,42,66.5,Two year,No
8885-QSQBX,1,49.55,Month-to-month,No
7479-NITWS,7,89.35,Month-to-month,Yes
8617-ENBDS,3,73.6,Month-to-month,No
9385-NXKDA,72,82.65,Two year,No
0430-IHCDJ,15,49.0,Month-to-month,No
2959-MJHIC,4,80.35,Month-to-month,Yes
6674-KVJHG,11,25.2,One year,No
1814-DKOLC,5,25.45,Month-to-month,No
4201-JMNGR,1,55.8,Month-to-month,Yes
9351-HXDMR,72,110.9,Two year,No
3537-HPKQT,55,77.75,Month-to-month,No
2129-ALKBS,40,26.2,Month-to-month,No
5821-MMEIL,57,19.9,Two year,No
5960-WPXQM,1,79.05,Month-to-month,Yes
0684-AOSIH,1,95.0,Month-to-month,Yes
8260-NGFNY,1,25.2,Month-to-month,Yes
1309-XGFSN,52,80.85,One year,No
1866-RZZQS,41,98.4,Month-to-month,Yes
6968-URWQU,43,56.35,One year,No
4742-TXUEX,47,19.3,Two year,No
9631-XEYKE,3,50.4,Month-to-month,No
8631-NBHFZ,66,79.4,Two year,Yes
1335-MXCSE,55,55.25,Two year,No
8873-TMKGR,29,19.1,One year,No
8800-JOOCF,12,84.05,Month-to-month,No
1469-LBJQJ,66,105.2,Month-to-month,No
4958-XCBDQ,35,101.4,Month-to-month,Yes
8337-UPOAQ,10,89.8,Month-to-month,Yes
0064-YIJGF,27,75.75,Month-to-month,No
2386-OWURY,58,95.3,Month-to-month,No
1725-IQNIY,54,109.75,Two year,Yes
0310-VQXAM,9,19.85,Month-to-month,No
6598-RFFVI,2,19.3,One year,Yes
3453-RTHJQ,6,69.1,Month-to-month,No
6712-OAWRH,26,91.25,Month-to-month,Yes
6278-FEPBZ,9,20.25,Month-to-month,No
4280-DLSHD,8,54.75,Month-to-month,No
1508-DFXCU,12,81.45,Month-to-month,No
8614-VGMMV,15,49.1,Month-to-month,Yes
7868-BGSZA,43,80.2,One year,No
2800-QQUSO,42,100.3,Month-to-month,No
2930-UOTMB,31,65.25,Month-to-month,Yes
7973-DZRKH,66,90.95,Two year,No
5914-DVBWJ,18,85.45,Month-to-month,Yes
7698-YFGEZ,1,20.0,Month-to-month,No
2533-QVMSK,61,94.1,Two year,Yes
9773-PEQBZ,10,79.85,Month-to-month,No
8644-XLFBW,1,71.65,Month-to-month,Yes
0650-BWOZN,18,73.55,Month-to-month,No
8625-AZYZY,24,104.65,Month-to-month,Yes
7785-RDVIG,3,19.3,Month-to-month,No
9602-WCXPI,50,20.15,One year,No
2903-YYTBW,1,44.55,Month-to-month,No
3620-MWJNE,2,54.45,Month-to-month,No
8573-JGCZW,17,19.65,One year,No
6837-HAEVO,69,105.0,Two year,No
6701-YVNQG,72,88.7,Two year,No
9306-CPCBC,3,74.25,Month-to-month,Yes
4304-XUMGI,50,75.15,Two year,No
9504-YAZWB,53,20.25,Two year,No
8819-ZBYNA,58,109.1,Two year,No
6174-NRBTZ,46,30.75,One year,No
9481-IEBZY,72,112.9,Month-to-month,No
1833-VGRUM,1,74.2,Month-to-month,Yes
6137-NICCO,6,94.05,Month-to-month,No
9065-ZCPQX,72,78.85,Two year,No
6402-EJMWF,4,55.3,Month-to-month,No
3620-EHIMZ,52,19.35,Two year,No
3213-VVOLG,0,25.35,Two year,No
6870-ECSHE,2,20.45,One year,No
8747-UDCOI,65,19.35,Two year,No
8374-XGEJJ,43,101.0,Month-to-month,Yes
2656-TABEH,4,100.2,Month-to-month,Yes
6946-LMSQS,25,89.05,One year,Yes
4626-OZDTJ,51,78.65,One year,No
9169-BSVIN,12,74.75,Month-to-month,No
2325-ZUSFD,57,70.1,One year,Yes
8194-PEEBY,24,19.9,One year,No
6872-HXFNF,64,58.35,One year,No
3932-CMDTD,4,105.65,One year,Yes
7714-YXSMB,26,100.5,Month-to-month,No
8387-UGUSU,15,20.05,Month-to-month,No
1080-BWSYE,64,25.65,Two year,No
4039-HEUNW,36,96.5,Month-to-month,Yes
1194-HVAIF,27,95.0,Month-to-month,No
0812-WUPTB,1,70.85,Month-to-month,Yes
3594-UVONA,35,85.95,One year,Yes
0004-TLHLJ,4,73.9,Month-to-month,Yes
1767-TGTKO,8,45.45,Month-to-month,No
8439-LTUGF,10,20.0,Month-to-month,No
8805-JNRAZ,2,49.2,Month-to-month,No
5089-IFSDP,58,109.45,Two year,Yes
6418-HNFED,51,83.25,Two year,No
0206-OYVOC,46,19.25,Two year,No
7291-CDTMJ,1,19.65,Month-to-month,No
7128-GGCNO,46,72.8,Month-to-month,No
0237-YFUTL,50,109.65,Month-to-month,No
7691-KGKGP,53,65.0,Month-to-month,No
6710-HSJRD,61,114.1,Month-to-month,No
3675-EQOZA,5,20.65,Month-to-month,No
0840-DCNZE,47,86.95,One year,No
1732-FEKLD,54,94.75,One year,No
9862-KJTYK,19,25.35,Month-to-month,No
0479-HMSWA,26,105.45,Two year,No
5854-KSRBJ,70,25.4,Two year,No
0365-BZUWY,17,102.55,Month-to-month,No
4817-VYYWS,30,100.2,Month-to-month,Yes
5701-SVCWR,1,24.0,Month-to-month,No
3129-AAQOU,19,25.6,Two year,No
4922-CVPDX,26,73.5,Two year,No
1396-QWFBJ,21,74.05,Month-to-month,Yes
1357-BIJKI,50,98.25,One year,No
1099-BTKWT,68,54.4,One year,No
5299-SJCZT,3,101.55,Month-to-month,Yes
2018-PZKMU,9,103.1,Month-to-month,No
7340-KEFQE,51,34.2,Two year,No
4570-QHXHL,9,43.75,Month-to-month,No
2403-BCASL,41,111.95,One year,Yes
7392-YYPYJ,22,100.65,Month-to-month,No
2898-LSJGD,21,55.95,One year,Yes
2223-GDSHL,71,116.05,Two year,No
7359-PTSXY,1,45.75,Month-to-month,Yes
9470-RTWDV,26,82.0,One year,No
2176-OSJUV,71,65.15,Two year,No
9348-YVOMK,4,44.8,Month-to-month,No
8104-OSKWT,12,79.8,Month-to-month,No
4521-YEEHE,18,88.85,Month-to-month,No
4090-KPJIP,3,74.95,Month-to-month,No
3786-WOVKF,72,106.85,One year,No
4503-BDXBD,11,74.95,Month-to-month,Yes
6086-ESGRL,1,80.15,Month-to-month,Yes
2592-HODOV,13,19.3,One year,No
3886-CERTZ,72,109.25,One year,Yes
7995-ZHHNZ,42,56.1,One year,No
3824-RHKVR,17,19.7,Month-to-month,No
5816-SCGFC,7,51.3,Month-to-month,No
5989-AXPUC,68,118.6,Two year,No
4979-HPRFL,56,24.15,Two year,No
8590-OHDIW,38,20.3,One year,No
8015-IHCGW,72,115.5,Two year,No
2332-TODQS,48,25.05,One year,No
9278-VZKCD,52,109.1,Month-to-month,No
8008-OTEZX,35,19.65,One year,No
2773-OVBPK,67,111.3,Two year,No
5999-LCXAO,1,29.9,Month-to-month,No
5206-XZZQI,53,80.6,Month-to-month,No
4803-LBYPN,34,20.8,Month-to-month,No
5759-RCVCB,3,35.2,Month-to-month,Yes
6372-RFVNS,1,78.8,Month-to-month,Yes
2139-FQHLM,19,89.95,Month-to-month,No
8261-GWDBQ,60,116.05,Two year,No
1093-YSWCA,11,19.55,Two year,No
8938-UMKPI,47,106.4,Month-to-month,Yes
0991-BRRFB,18,49.4,Month-to-month,Yes
3882-IYOIJ,60,115.25,Two year,No
8749-TZYEC,72,24.8,Two year,No
1755-FZQEC,39,19.9,One year,No
3115-JPJDD,59,81.25,One year,No
5600-KTXFM,2,69.95,Month-to-month,No
3871-IKPYH,1,69.1,Month-to-month,Yes
6319-IEJWJ,20,90.2,Month-to-month,Yes
9025-AOMKI,6,93.55,Month-to-month,Yes
6339-TBELP,71,86.4,Two year,No
7964-YESJC,24,66.3,Month-to-month,No
6173-GOLSU,67,94.65,Month-to-month,No
5275-SQEIZ,1,80.85,Month-to-month,Yes
7716-YTYHG,48,82.05,One year,Yes
9938-ZREHM,37,72.1,One year,No
7950-XWOVN,11,34.7,Month-to-month,No
4390-KYULV,3,20.55,Month-to-month,Yes
4647-MUZON,18,95.95,Month-to-month,No
9702-AIUJO,50,44.8,One year,No
8849-PRIQJ,67,109.4,One year,No
8851-RAGOV,25,71.05,Month-to-month,No
1304-NECVQ,2,78.55,Month-to-month,Yes
5396-IZEPB,9,19.7,Month-to-month,No
1729-VLAZJ,10,40.25,One year,No
8285-ABVLB,70,19.85,Two year,No
0701-TJSEF,9,68.25,Month-to-month,No
5712-VBOXD,4,20.15,Month-to-month,No
6629-LADHQ,2,50.95,Month-to-month,No
8945-GRKHX,1,78.65,Month-to-month,Yes
1559-DTODC,19,25.15,Month-to-month,No
4797-MIWUM,7,20.25,Month-to-month,No
6959-UWKHF,1,42.9,Month-to-month,Yes
8720-RQSBJ,1,44.0,Month-to-month,No
4537-CIBHB,9,20.25,One year,No
3815-SLMEF,3,34.25,Month-to-month,Yes
5154-VEKBL,9,58.5,Month-to-month,Yes
4324-AHJKS,5,55.8,Month-to-month,No
4355-CVPVS,56,88.9,One year,No
4495-LHSSK,18,57.65,Month-to-month,No
5655-JSMZM,49,96.2,Month-to-month,Yes
5915-ANOEI,70,79.15,Two year,No
9861-PDSZP,72,108.05,Two year,No
4505-EXZHB,6,74.4,Month-to-month,Yes
7225-CBZPL,17,94.8,Month-to-month,No
6704-UTUKK,29,45.9,Month-to-month,No
4587-VVTOX,6,105.3,Month-to-month,Yes
2019-HDCZY,63,102.6,Two year,No
4652-NNHNY,16,73.85,Month-to-month,Yes
8788-DOXSU,59,61.35,One year,No
7404-JLKQG,3,57.55,Month-to-month,No
7421-ZLUPA,8,29.25,Month-to-month,No
8972-HJWNV,7,84.55,Month-to-month,Yes
3274-NSDWE,68,19.6,Two year,No
2632-IVXVF,68,111.75,Two year,No
3692-JHONH,52,106.5,One year,No
8915-NNTRC,72,107.7,Two year,No
5914-GXMDA,32,19.3,One year,No
7463-IFMQU,72,20.05,Two year,No
2920-RNCEZ,1,69.95,Month-to-month,No
2541-YGPKE,42,63.7,One year,No
8515-OCTJS,25,24.75,Two year,Yes
5382-TEMLV,45,50.9,Month-to-month,No
3441-CGZJH,43,60.4,One year,No
9592-ERDKV,37,79.25,One year,No
2860-RANUS,20,85.8,Month-to-month,Yes
5261-QSHQM,4,24.45,Month-to-month,Yes
4778-IZARL,63,110.1,Two year,No
0432-CAJZV,3,90.7,Month-to-month,No
7008-LZVOZ,66,25.3,Two year,No
8868-WOZGU,28,105.7,Month-to-month,Yes
1200-TUZHR,8,85.2,Month-to-month,No
9365-CSLBQ,71,24.35,Two year,No
1334-FJSVR,1,24.25,Month-to-month,Yes
5884-FBCTL,72,25.1,Two year,No
7130-CTCUS,16,54.55,Month-to-month,No
6242-FEGFD,66,96.6,Two year,No
7625-XCQRH,11,76.5,Month-to-month,Yes
6194-HBGQN,51,81.15,One year,No
7634-WSWDB,8,38.5,Month-to-month,No
6986-IXNDM,14,92.9,Month-to-month,No
1731-TVIUK,4,93.5,Month-to-month,Yes
2987-BJXIK,70,84.7,Two year,No
9769-TSBZE,70,66.0,Two year,No
0406-BPDVR,54,101.5,One year,Yes
